location_code,damage_code,collision_code,road_code,light_code,road_type_code,traffic_code,weather_code,emp_liability_code,kpi_cause_code
DEPOT,NSR,SSW,WET,DAY,BUS,NO,RAIN,4,EMP
DEPOT,NSF,SSW,WET,DUSK,SINGLE,LIGHT,FINE,0,PL&EQ
DEPOT,REAR,REVERSING,DRY,NIGHT,SINGLE,LIGHT,FINE,4,EMP
DEPOT,NSF,SSW,WET,DAY,SINGLE,NO,FINE,4,EMP
RAD,NSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,2,BUS - OTHER
DEPOT,OSF,HON,DRY,DAY,SINGLE,LIGHT,FINE,4,EMP
DEPOT,REAR,N2T,DRY,NIGHT,SINGLE,NO,FINE,2,BUS - OTHER
DEPOT,OSF,SSW,DRY,DAWN,SINGLE,NO,FINE,6,EMP
DEPOT,NSM,SSW,WET,DAWN,SINGLE,NO,RAIN,4,EMP
DEPOT,MIR,HON,DRY,DAY,SINGLE,LIGHT,FINE,4,EMP
DEPOT,FRNT,HON,DRY,DAY,SINGLE,LIGHT,FINE,4,EMP
DEPOT,MIR,HON,DRY,DAY,SINGLE,NO,FINE,4,EMP
DEPOT,NSF,SSW,DRY,NIGHT,SINGLE,NO,FINE,4,BUS - OTHER
DEPOT,OSF,SSW,WET,DAY,SINGLE,NO,RAIN,2,BUS - OTHER
DEPOT,WSRE,HON,DRY,DAWN,SINGLE,NO,FINE,4,PL&EQ
DEPOT,MIR,SSW,DRY,DAY,BUS,NO,FINE,2,CARS TRUCKS
DEPOT,NSM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,2,EMP
DEPOT,FRNT,HON,DRY,DAY,SINGLE,LIGHT,FINE,4,BUS - OTHER
DEPOT,NSM,HON,DRY,DAY,SINGLE,NO,FINE,4,EMP
DEPOT,WSRE,REVERSING,DRY,NIGHT,SINGLE,NO,FINE,4,BUS - OTHER
DEPOT,NSR,REVERSING,WET,NIGHT,SINGLE,NO,RAIN,4,BUS - OTHER
DEPOT,NSR,TAI,WET,DAY,MULTI,NO,RAIN,4,BUS - OTHER
DEPOT,FRNT,N2T,DRY,DUSK,SINGLE,NO,FINE,2,EMP
DEPOT,REAR,SSW,DRY,DAY,SINGLE,NO,FINE,6,OTH
DEPOT,MIR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,4,CARS TRUCKS
DEPOT,OSM,SSW,DRY,DAWN,SINGLE,NO,FINE,1,CARS TRUCKS
DEPOT,MIR,SSW,DRY,DAWN,BUS,LIGHT,FINE,2,BUS - OTHER
DEPOT,NSR,SSW,DRY,DAY,MULTI,MODERATE,FINE,6,OTH
DEPOT,MIR,SSW,DRY,DAY,BUS,NO,FINE,0,PL&EQ
DEPOT,OSR,SSW,DRY,DAY,SINGLE,NO,FINE,4,EMP
DEPOT,OSF,SSW,WET,DUSK,MULTI,NO,FINE,6,BUS - OTHER
DEPOT,FRNT,SSW,DRY,DAY,SINGLE,LIGHT,FINE,6,EMP
DEPOT,WSRE,SSW,DRY,DAY,SINGLE,LIGHT,FINE,6,EMP
DEPOT,OSR,REVERSING,WET,NIGHT,SINGLE,NO,RAIN,4,EMP
DEPOT,MIR,SSW,DRY,DAY,BUS,NO,FINE,2,EMP
DEPOT,NSR,SSW,WET,NIGHT,MULTI,NO,RAIN,4,EMP
DEPOT,WSRE,SSW,DRY,DAY,SINGLE,NO,FINE,4,BUS - OTHER
RAD,OSF,SSW,DRY,DAY,SINGLE,LIGHT,FINE,6,OTH
DEPOT,NSR,SSW,DRY,DAY,SINGLE,NO,FINE,2,BUS - OTHER
DEPOT,OSR,SSW,DRY,DUSK,SINGLE,NO,FINE,4,EMP
DEPOT,REAR,REVERSING,DRY,DAY,SINGLE,NO,FINE,0,EMP
RAD,REAR,REVERSING,DRY,DAY,SINGLE,LIGHT,FINE,6,EMP
DEPOT,NSF,SSW,DRY,DUSK,SINGLE,NO,FINE,4,EMP
DEPOT,WIN,SSW,DRY,DAY,SINGLE,LIGHT,FINE,6,CARS TRUCKS
DEPOT,FRNT,N2T,DRY,DAY,SINGLE,LIGHT,FINE,5,CARS TRUCKS
DEPOT,NSR,REVERSING,SLIP,DAY,SINGLE,NO,FINE,4,EMP
DEPOT,OSR,N2T,DRY,DAY,SINGLE,LIGHT,FINE,2,EMP
DEPOT,NSR,SSW,DRY,DAY,MULTI,NO,FINE,6,BUS - OTHER
DEPOT,TOPM,SSW,WET,DAY,SINGLE,NO,FINE,4,EMP
DEPOT,NSM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,6,BUS - OTHER
DEPOT,WSRE,SSW,DRY,DAY,SINGLE,NO,FINE,6,EMP
DEPOT,MIR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,6,EMP
DEPOT,MIR,SSW,SLIP,NIGHT,SINGLE,LIGHT,FINE,4,EMP
DEPOT,MIR,SSW,DRY,NIGHT,SINGLE,NO,FINE,4,BUS - OTHER
DEPOT,NSR,REVERSING,DRY,NIGHT,SINGLE,LIGHT,FINE,2,EMP
DEPOT,TOPF,ROO,DRY,DAY,SINGLE,NO,FINE,4,EMP
DEPOT,OSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,4,BUS - OTHER
DEPOT,REAR,REVERSING,DRY,DUSK,SINGLE,NO,FINE,4,EMP
DEPOT,MIR,HON,WET,DAY,SINGLE,NO,FINE,4,EMP
DEPOT,OSM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,2,EMP
DEPOT,OSM,SSW,WET,DAWN,SINGLE,NO,FOG,4,EMP
DEPOT,OSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,6,BUS - OTHER
DEPOT,WSRE,HON,DRY,DAY,SINGLE,NO,FINE,0,PL&EQ
DEPOT,NSR,TAI,WET,DAY,SINGLE,NO,FINE,4,EMP
DEPOT,NSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,2,EMP
DEPOT,OSR,TAI,WET,DAWN,BUS,NO,RAIN,4,EMP
DEPOT,MIR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,4,BUS - OTHER
RAD,WIN,SSW,DRY,DAY,SINGLE,LIGHT,FINE,6,EMP
RAD,OSF,SSW,DRY,DAY,SINGLE,NO,FINE,6,EMP
DEPOT,NSF,SSW,DRY,DAY,SINGLE,LIGHT,FINE,6,EMP
DEPOT,REAR,SSW,DRY,DAY,BUS,NO,FINE,4,BUS - OTHER
DEPOT,NSR,REVERSING,WET,DAY,SINGLE,NO,RAIN,4,OTH
DEPOT,REAR,TAI,WET,DAY,SINGLE,NO,RAIN,2,CARS TRUCKS
DEPOT,NSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,4,NONPOW
DEPOT,NSM,SSW,DRY,DAY,BUS,LIGHT,FINE,4,EMP
DEPOT,NSR,SSW,DRY,DAY,BUS,LIGHT,FINE,6,OTH
DEPOT,NSM,SSW,WET,DAY,BUS,NO,FINE,4,EMP
DEPOT,NSM,TAI,DRY,DAY,MULTI,LIGHT,FINE,4,EMP
DEPOT,WIN,SSW,DRY,DAY,SINGLE,LIGHT,FINE,6,EMP
RAD,NSR,SSW,DRY,NIGHT,SINGLE,LIGHT,RAIN,4,EMP
DEPOT,OSR,SSW,DRY,NIGHT,SINGLE,NO,FINE,2,EMP
DEPOT,REAR,SSW,WET,DAY,BUS,NO,RAIN,4,EMP
DEPOT,NSF,SSW,DRY,DAY,SINGLE,NO,FINE,4,BUS - OTHER
DEPOT,MIR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,2,CARS TRUCKS
DEPOT,FRNT,HON,DRY,DAY,SINGLE,LIGHT,FINE,4,PL&EQ
DEPOT,MIR,SSW,WET,DAY,MULTI,NO,FINE,2,BUS - OTHER
DEPOT,REAR,TAI,DRY,DAY,SINGLE,LIGHT,FINE,6,OTH
RAD,NSF,SSW,DRY,DAY,SINGLE,LIGHT,FINE,6,BUS - OTHER
RAD,NSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,6,CARS TRUCKS
DEPOT,NSM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,2,CARS TRUCKS
DEPOT,MIR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,0,PL&EQ
DEPOT,FRNT,HON,DRY,DAY,SINGLE,LIGHT,FINE,4,POW
RAD,NSR,SSW,DRY,NIGHT,SINGLE,NO,FINE,6,EMP
RAD,MIR,SSW,DRY,DAY,SINGLE,MODERATE,FINE,5,CARS TRUCKS
DEPOT,REAR,ROO,DRY,DAY,SINGLE,LIGHT,FINE,0,OTH
DEPOT,TOPR,SSW,DRY,DAY,SINGLE,NO,FINE,2,EMP
DEPOT,NSF,SSW,DRY,DAY,BUS,NO,FINE,4,BUS - OTHER
DEPOT,FRNT,BTMO,DRY,DAY,SINGLE,LIGHT,FINE,2,EMP
DEPOT,MIR,SSW,DRY,DAY,SINGLE,NO,FINE,2,EMP
DEPOT,MIR,TAI,DRY,DAY,SINGLE,LIGHT,FINE,2,EMP
DEPOT,MIR,SSW,WET,NIGHT,BUS,NO,RAIN,4,BUS - OTHER
DEPOT,OSR,BTMO,DRY,DAY,BUS,MODERATE,FINE,4,EMP
DEPOT,WSRE,REVERSING,DRY,DAY,SINGLE,LIGHT,FINE,4,EMP
RAD,NSM,SSW,DRY,DAY,SINGLE,NO,FINE,6,EMP
RAD,NSR,SSW,DRY,NIGHT,SINGLE,LIGHT,FINE,6,EMP
DEPOT,MIR,SSW,DRY,NIGHT,SINGLE,LIGHT,FINE,4,EMP
RAD,WSRE,SSW,DRY,DAY,SINGLE,NO,FINE,6,OTH
DEPOT,OSR,SSW,WET,DAY,SINGLE,LIGHT,RAIN,4,EMP
RAD,OSM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,6,EMP
DEPOT,MIR,REVERSING,DRY,DAY,BUS,NO,FINE,4,EMP
DEPOT,REAR,REVERSING,DRY,DAY,BUS,NO,FINE,4,BUS - OTHER
DEPOT,REAR,SSW,WET,DAY,BUS,NO,FINE,0,OTH
DEPOT,NSR,SSW,WET,NIGHT,BUS,NO,RAIN,4,BUS - OTHER
DEPOT,NSR,REVERSING,DRY,DUSK,SINGLE,NO,FINE,4,BUS - OTHER
DEPOT,OSR,REVERSING,WET,DAY,SINGLE,NO,RAIN,4,CARS TRUCKS
RAD,NSM,SSW,DRY,DAY,SINGLE,EXTREME,FINE,4,BUS - OTHER
DEPOT,OSR,SSW,DRY,DUSK,BUS,NO,FINE,0,CARS TRUCKS
DEPOT,OSF,REVERSING,DRY,NIGHT,BUS,NO,FINE,4,EMP
RAD,OSR,SSW,WET,DAY,SINGLE,MODERATE,RAIN,1,ROA
DEPOT,OSR,REVERSING,DRY,NIGHT,BUS,NO,FINE,4,EMP
DEPOT,REAR,REVERSING,DRY,DAWN,SINGLE,NO,FINE,4,BUS - OTHER
TIN,REAR,N2T,DRY,DUSK,MULTI,MODERATE,FINE,1,CARS TRUCKS
DEPOT,FRNT,SSW,DRY,DUSK,SINGLE,NO,SUN,4,EMP
DEPOT,OSR,REVERSING,WET,DAY,SINGLE,LIGHT,RAIN,4,CARS TRUCKS
DEPOT,OSR,REVERSING,DRY,DAY,SINGLE,LIGHT,FINE,1,BUS - OTHER
DEPOT,NSR,REVERSING,DRY,DUSK,SINGLE,LIGHT,FINE,4,EMP
DEPOT,OSR,REVERSING,DRY,DAY,MULTI,NO,FINE,4,CARS TRUCKS
DEPOT,NSF,SSW,DRY,DAY,SINGLE,LIGHT,FINE,4,BUS - OTHER
XRD,REAR,N2T,DRY,DAY,SINGLE,HEAVY,FINE,5,CARS TRUCKS
RAD,REAR,SSW,DRY,DAWN,SINGLE,LIGHT,FINE,6,OTH
DEPOT,NSF,REVERSING,DRY,DAY,SINGLE,NO,FINE,4,CARS TRUCKS
DEPOT,REAR,N2T,DRY,DAY,SINGLE,LIGHT,FINE,4,EMP
RAD,OSR,SSW,DRY,DUSK,SINGLE,LIGHT,FINE,4,EMP
DEPOT,FRNT,REVERSING,DRY,DAY,SINGLE,LIGHT,FINE,4,EMP
DEPOT,NSF,TBO,DRY,NIGHT,BUS,NO,FINE,4,EMP
DEPOT,OSR,SSW,WET,NIGHT,SINGLE,NO,RAIN,4,EMP
RAD,NSR,BTMO,DRY,DAY,SINGLE,MODERATE,FINE,4,BUS - OTHER
DEPOT,FRNT,HON,DRY,NIGHT,SINGLE,LIGHT,FINE,4,EMP
DEPOT,NSR,REVERSING,DRY,NIGHT,SINGLE,LIGHT,FINE,1,EMP
DEPOT,OSM,SSW,DRY,NIGHT,SINGLE,LIGHT,FINE,4,BUS - OTHER
RAD,TOPM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,6,OTH
DEPOT,REAR,SSW,WET,DAWN,SINGLE,NO,FINE,4,EMP
DEPOT,REAR,REVERSING,DRY,DAY,MULTI,NO,FINE,4,CARS TRUCKS
DEPOT,OSR,SSW,WET,DAY,SINGLE,NO,FINE,4,EMP
DEPOT,OSF,TAI,DRY,DAY,SINGLE,LIGHT,FINE,1,CARS TRUCKS
DEPOT,NSR,SSW,WET,DUSK,SINGLE,NO,RAIN,4,EMP
DEPOT,MIR,TAI,DRY,DAWN,BUS,NO,FINE,4,EMP
RAD,REAR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,0,OTH
RAD,TOPM,ROO,DRY,DAWN,MULTI,NO,FINE,0,CARS TRUCKS
DEPOT,NSF,TBO,DRY,DAWN,SINGLE,NO,FINE,4,EMP
DEPOT,OSM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,4,CARS TRUCKS
DEPOT,OSM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,1,BUS - OTHER
DEPOT,OSR,REVERSING,WET,NIGHT,MULTI,NO,RAIN,4,EMP
DEPOT,NSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,6,BUS - OTHER
DEPOT,NSR,TAI,WET,DAY,SINGLE,LIGHT,RAIN,4,CARS TRUCKS
DEPOT,NSM,SSW,DRY,NIGHT,SINGLE,HEAVY,FINE,4,EMP
DEPOT,OSM,REVERSING,DRY,DAY,SINGLE,LIGHT,FINE,0,OTH
DEPOT,REAR,REVERSING,DRY,DAY,SINGLE,NO,FINE,4,CARS TRUCKS
DEPOT,NSM,REVERSING,DRY,NIGHT,BUS,NO,FINE,4,EMP
DEPOT,OSR,SSW,DRY,NIGHT,SINGLE,NO,FINE,2,BUS - OTHER
DEPOT,OSR,REVERSING,WET,DAY,MULTI,LIGHT,FINE,4,BUS - OTHER
RAD,NSR,SSW,WET,DAY,MULTI,LIGHT,RAIN,1,EMP
RAD,NSF,HON,DRY,DAY,SINGLE,HEAVY,FINE,4,CARS TRUCKS
DEPOT,REAR,REVERSING,DRY,DUSK,MULTI,NO,FINE,4,CARS TRUCKS
DEPOT,OSR,REVERSING,DRY,DAY,SINGLE,NO,FINE,4,CARS TRUCKS
DEPOT,NSF,SSW,DRY,DAY,SINGLE,HEAVY,FOG,0,EMP
DEPOT,NSR,SSW,DRY,DAY,MULTI,NO,FINE,4,CARS TRUCKS
DEPOT,NSF,SSW,DRY,DAY,SINGLE,NO,FINE,2,BUS - OTHER
DEPOT,REAR,REVERSING,DRY,DAY,SINGLE,LIGHT,FINE,4,BUS - OTHER
DEPOT,FRNT,HON,DRY,DAY,SINGLE,NO,FINE,4,BUS - OTHER
DEPOT,NSR,REVERSING,WET,DAWN,SINGLE,NO,RAIN,4,EMP
DEPOT,FRNT,SSW,DRY,NIGHT,BUS,NO,FOG,2,BUS - OTHER
DEPOT,OSF,SSW,DRY,NIGHT,SINGLE,LIGHT,FINE,1,EMP
DEPOT,OSF,TAI,DRY,DAY,SINGLE,LIGHT,FINE,2,EMP
DEPOT,NSR,TAI,WET,DAWN,SINGLE,NO,RAIN,4,EMP
DEPOT,WSRE,N2T,DRY,DAY,BUS,NO,FINE,1,EMP
DEPOT,OSF,REVERSING,DRY,DAY,MULTI,LIGHT,FINE,1,EMP
DEPOT,NSR,REVERSING,DRY,DAY,MULTI,LIGHT,FINE,4,EMP
DEPOT,OSF,SSW,DRY,DAWN,MULTI,NO,FINE,4,BUS - OTHER
DEPOT,MIR,SSW,WET,DAY,BUS,NO,FINE,4,BUS - OTHER
DEPOT,OSM,REVERSING,DRY,NIGHT,SINGLE,NO,FINE,4,EMP
DEPOT,FRNT,N2T,DRY,DAY,SINGLE,LIGHT,FINE,0,CARS TRUCKS
RAD,NSF,SSW,SLIP,DUSK,FREE,LIGHT,RAIN,4,EMP
DEPOT,NSM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,1,EMP
DEPOT,REAR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,2,EMP
DEPOT,NSR,REVERSING,DRY,DAY,MULTI,NO,FINE,4,EMP
RAD,TOPM,SSW,DRY,DAY,SINGLE,MODERATE,FINE,0,OTH
DEPOT,FRNT,SSW,DRY,DAY,SINGLE,NO,FINE,1,CARS TRUCKS
DEPOT,OSR,HON,DRY,NIGHT,SINGLE,NO,FINE,4,EMP
DEPOT,FRNT,SSW,DRY,NIGHT,SINGLE,LIGHT,FINE,2,BUS - OTHER
DEPOT,OSR,REVERSING,WET,DAY,MULTI,NO,FINE,4,EMP
DEPOT,NSR,SSW,WET,DAY,SINGLE,NO,FINE,4,CARS TRUCKS
DEPOT,NSR,SSW,WET,DUSK,MULTI,NO,RAIN,4,EMP
DEPOT,NSR,REVERSING,WET,DUSK,SINGLE,NO,RAIN,4,EMP
DEPOT,OSR,REVERSING,DRY,DAY,MULTI,NO,FINE,4,EMP
DEPOT,OSF,REVERSING,DRY,DAY,MULTI,NO,FINE,1,EMP
DEPOT,NSF,REVERSING,DRY,DAY,SINGLE,NO,FINE,4,EMP
BSP,FRNT,REVERSING,DRY,DAY,BUS,NO,FINE,4,EMP
DEPOT,REAR,TAI,DRY,NIGHT,SINGLE,NO,FINE,4,EMP
DEPOT,OSR,SSW,DRY,DAY,SINGLE,NO,FINE,1,BUS - OTHER
DEPOT,FRNT,REVERSING,DRY,DAY,SINGLE,NO,FINE,4,EMP
DEPOT,NSR,TAI,DRY,DAWN,SINGLE,NO,FINE,4,EMP
DEPOT,REAR,REVERSING,WET,NIGHT,SINGLE,NO,RAIN,4,EMP
DEPOT,OSF,REVERSING,WET,NIGHT,SINGLE,NO,RAIN,1,EMP
DEPOT,NSR,REVERSING,DRY,NIGHT,SINGLE,NO,FINE,4,EMP
DEPOT,REAR,SSW,WET,NIGHT,BUS,NO,FINE,4,EMP
RAD,WSRE,SSW,WET,DAY,MULTI,MODERATE,RAIN,4,EMP
DEPOT,FRNT,REVERSING,DRY,NIGHT,SINGLE,LIGHT,FINE,4,BUS - OTHER
DEPOT,MIR,TAI,DRY,DAY,SINGLE,LIGHT,FINE,6,EMP
DEPOT,REAR,REVERSING,WET,DAWN,MULTI,MODERATE,RAIN,4,EMP
DEPOT,NSR,BTMO,DRY,DAY,SINGLE,NO,FINE,4,EMP
RAD,TOPF,SSW,DRY,DAY,SINGLE,LIGHT,FINE,6,OTH
DEPOT,NSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,2,OTH
DEPOT,OSR,SSW,DRY,DAWN,SINGLE,NO,FINE,6,OTH
DEPOT,NSM,SSW,WET,DAWN,SINGLE,NO,FINE,4,BUS - OTHER
RAD,FRNT,SSW,DRY,NIGHT,MULTI,HEAVY,FINE,5,ROA
DEPOT,MIR,SSW,WET,DAY,SINGLE,LIGHT,FINE,4,EMP
RAD,FRNT,BTMO,DRY,NIGHT,MULTI,LIGHT,FINE,4,EMP
DEPOT,NSF,SSW,DRY,DAY,SINGLE,NO,FINE,4,CARS TRUCKS
RAD,NSR,SSW,DRY,DAWN,SINGLE,NO,FOG,4,EMP
DEPOT,MIR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,0,EMP
DEPOT,NSR,TAI,DRY,DAWN,BUS,NO,FINE,4,EMP
RAD,NSR,SSW,WET,NIGHT,SINGLE,LIGHT,FINE,4,EMP
TIN,TOPM,SSW,DRY,DAY,SINGLE,HEAVY,FINE,4,EMP
RAD,REAR,SSW,DRY,DAY,SINGLE,MODERATE,FINE,1,EMP
RAD,OSM,SSW,DRY,DAY,BUS,NO,FINE,4,EMP
RAD,REAR,SSW,DRY,DAY,SINGLE,NO,SUN,4,EMP
RAD,OSR,N2T,WET,NIGHT,MULTI,MODERATE,RAIN,4,EMP
XRD,FRNT,TBO,DRY,NIGHT,MULTI,MODERATE,FINE,4,EMP
RAD,OSR,N2T,DRY,NIGHT,SINGLE,NO,FINE,4,EMP
DEPOT,NSF,HON,DRY,DAY,SINGLE,LIGHT,FINE,6,EMP
DEPOT,OSM,SSW,WET,DAY,SINGLE,NO,RAIN,4,EMP
DEPOT,FRNT,HON,DRY,NIGHT,SINGLE,NO,FINE,4,EMP
DEPOT,REAR,N2T,WET,NIGHT,SINGLE,NO,RAIN,4,EMP
DEPOT,OSR,SSW,DRY,DAY,BUS,NO,FINE,4,CARS TRUCKS
RAD,MIR,HON,WET,NIGHT,SINGLE,LIGHT,RAIN,4,EMP
XRD,NSF,SSW,DRY,DUSK,SINGLE,LIGHT,FINE,4,EMP
RAD,NSR,N2T,DRY,DAY,SINGLE,LIGHT,FINE,6,OTH
RBT,NSF,SSW,WET,DAY,MULTI,MODERATE,RAIN,1,ROA
DEPOT,FRNT,REVERSING,WET,DAY,MULTI,NO,FINE,4,CARS TRUCKS
DEPOT,OSR,TAI,DRY,DAY,SINGLE,NO,FINE,4,CARS TRUCKS
DEPOT,NSR,SSW,DRY,DAY,SINGLE,NO,SUN,4,EMP
DEPOT,OSF,SSW,DRY,DAY,SINGLE,LIGHT,FINE,2,BUS - OTHER
DEPOT,NSR,SSW,DRY,DAY,SINGLE,NO,FINE,2,EMP
DEPOT,NSF,SSW,DRY,NIGHT,BUS,NO,FINE,4,EMP
DEPOT,NSF,HON,DRY,DAY,SINGLE,NO,FINE,4,BUS - OTHER
RAD,NSR,TAI,DRY,DAY,SINGLE,LIGHT,FINE,6,OTH
DEPOT,OSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,2,BUS - OTHER
DEPOT,NSR,REVERSING,WET,DAY,BUS,NO,RAIN,4,EMP
DEPOT,OSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,2,EMP
DEPOT,OSR,SSW,WET,DUSK,MULTI,NO,RAIN,2,OTH
DEPOT,MIR,HON,DRY,NIGHT,SINGLE,NO,FINE,4,BUS - OTHER
DEPOT,NSR,REVERSING,DRY,DAY,SINGLE,NO,FINE,2,EMP
DEPOT,FRNT,SSW,DRY,DAY,SINGLE,NO,FINE,4,EMP
DEPOT,MIR,TAI,DRY,DAWN,BUS,NO,FINE,2,BUS - OTHER
DEPOT,NSR,TAI,DRY,DAWN,SINGLE,NO,FINE,4,BUS - OTHER
DEPOT,NSM,TBO,DRY,DAY,SINGLE,LIGHT,FINE,4,EMP
DEPOT,NSF,SSW,DRY,DAY,BUS,NO,FINE,2,BUS - OTHER
DEPOT,NSF,REVERSING,DRY,DAY,SINGLE,LIGHT,FINE,2,BUS - OTHER
DEPOT,NSF,SSW,WET,DAY,SINGLE,NO,RAIN,2,OTH
DEPOT,OSR,REVERSING,DRY,DAWN,SINGLE,NO,FINE,4,EMP
DEPOT,OSR,SSW,WET,DAWN,BUS,NO,RAIN,2,EMP
DEPOT,OSR,SSW,DRY,DAWN,SINGLE,NO,FINE,2,OTH
DEPOT,MIR,HON,DRY,DAY,BUS,NO,FINE,4,EMP
DEPOT,NSF,SSW,DRY,NIGHT,SINGLE,NO,FOG,4,EMP
DEPOT,OSF,SSW,DRY,NIGHT,SINGLE,NO,FOG,2,BUS - OTHER
DEPOT,NSR,SSW,DRY,DAWN,SINGLE,NO,FINE,2,EMP
DEPOT,OSR,SSW,DRY,DAY,BUS,NO,FINE,2,CARS TRUCKS
DEPOT,NSR,SSW,WET,DAWN,SINGLE,LIGHT,FOG,4,BUS - OTHER
DEPOT,NSM,SSW,DRY,DAY,MULTI,NO,FINE,4,EMP
DEPOT,NSM,SSW,DRY,DUSK,SINGLE,NO,FINE,4,EMP
DEPOT,REAR,REVERSING,DRY,DAWN,BUS,NO,FOG,4,EMP
DEPOT,OSR,REVERSING,DRY,NIGHT,BUS,NO,FOG,4,BUS - OTHER
RAD,NSF,HON,DRY,DAY,MULTI,LIGHT,FINE,4,BUS - OTHER
DEPOT,NSR,SSW,WET,NIGHT,BUS,LIGHT,RAIN,2,BUS - OTHER
DEPOT,FRNT,SSW,DRY,DAY,SINGLE,NO,FINE,4,BUS - OTHER
DEPOT,OSM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,4,BUS - OTHER
DEPOT,OSR,SSW,DRY,DAY,BUS,NO,FINE,2,OTH
DEPOT,OSF,SSW,WET,DAY,SINGLE,NO,FINE,4,EMP
DEPOT,MIR,TAI,DRY,NIGHT,SINGLE,NO,FINE,2,EMP
RAD,WSRE,BTMO,DRY,NIGHT,SINGLE,NO,FINE,0,EMP
DEPOT,OSM,TAI,DRY,DAY,BUS,NO,FINE,4,BUS - OTHER
DEPOT,FRNT,REVERSING,DRY,DAWN,SINGLE,NO,FINE,2,CARS TRUCKS
DEPOT,FRNT,SSW,DRY,NIGHT,SINGLE,NO,FINE,4,EMP
DEPOT,NSR,SSW,WET,DAWN,BUS,NO,RAIN,4,EMP
DEPOT,NSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,2,BUS - OTHER
DEPOT,OSR,SSW,DRY,DAY,MULTI,NO,FINE,4,EMP
DEPOT,NSR,SSW,WET,DAWN,SINGLE,NO,FINE,4,EMP
RBT,NSF,SSW,DRY,DAY,MULTI,NO,FINE,4,EMP
DEPOT,NSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,4,BUS - OTHER
DEPOT,OSM,SSW,DRY,DAWN,SINGLE,LIGHT,FINE,2,EMP
DEPOT,NSR,SSW,DRY,DAWN,SINGLE,LIGHT,SUN,2,EMP
DEPOT,FRNT,N2T,DRY,DAY,SINGLE,LIGHT,FINE,2,EMP
DEPOT,OSF,TAI,DRY,DAY,BUS,NO,FINE,2,CARS TRUCKS
DEPOT,NSR,SSW,DRY,DAWN,BUS,NO,FINE,4,BUS - OTHER
DEPOT,OSF,SSW,DRY,DAWN,SINGLE,NO,FINE,4,EMP
DEPOT,MIR,TAI,DRY,DAY,SINGLE,NO,FINE,2,EMP
DEPOT,NSM,SSW,WET,DAY,SINGLE,NO,FINE,4,EMP
DEPOT,OSR,TAI,DRY,DAY,SINGLE,NO,FINE,2,EMP
DEPOT,FRNT,SSW,DRY,DAY,SINGLE,NO,FINE,2,EMP
DEPOT,OSR,SSW,DRY,DAWN,SINGLE,NO,FINE,2,EMP
DEPOT,FRNT,SSW,DRY,DAY,BUS,NO,FINE,0,EMP
DEPOT,NSF,SSW,DRY,DAY,SINGLE,NO,FINE,2,EMP
DEPOT,MIR,SSW,DRY,DAWN,SINGLE,NO,FINE,2,EMP
DEPOT,OSR,HON,DRY,DAY,SINGLE,LIGHT,FINE,2,CARS TRUCKS
DEPOT,NSR,HON,DRY,DAY,SINGLE,NO,FINE,2,EMP
DEPOT,FRNT,TBO,DRY,DAY,SINGLE,LIGHT,FINE,2,EMP
DEPOT,NSF,TAI,DRY,DAY,SINGLE,NO,FINE,2,CARS TRUCKS
DEPOT,OSR,TAI,DRY,DAY,BUS,NO,FINE,4,BUS - OTHER
DEPOT,OSR,SSW,DRY,DAY,SINGLE,NO,FINE,2,BUS - OTHER
BSP,REAR,BTMO,DRY,DAY,BUS,NO,FINE,4,BUS - OTHER
DEPOT,OSR,REVERSING,DRY,DAY,SINGLE,NO,SUN,4,EMP
DEPOT,WSRE,REVERSING,DRY,DAY,SINGLE,LIGHT,FINE,2,EMP
DEPOT,NSF,SSW,DRY,NIGHT,SINGLE,NO,FINE,4,EMP
